ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region
RPME,medium_airport,Bancasi Airport,8.9515,125.4788,PH,PH-AGN
RPMF,medium_airport,Bislig Airport,8.195949554,126.3219986,PH,PH-SUR
RPMG,medium_airport,Dipolog Airport,8.601983499,123.3418751,PH,PH-ZAN
RPMH,medium_airport,Camiguin Airport,9.253520012,124.7070007,PH,PH-CAM
RPMI,closed,Iligan Airport,8.13049,124.214996,PH,PH-LAN
RPMJ,medium_airport,Jolo Airport,6.05366993,121.0110016,PH,PH-SLU
RPMN,medium_airport,Sanga Sanga Airport,5.046991,119.742996,PH,PH-TAW
RPMO,medium_airport,Labo Airport,8.178509712,123.8420029,PH,PH-MSC
RPMP,medium_airport,Pagadian Airport,7.830731448,123.4611797,PH,PH-ZAS
RPMQ,medium_airport,Mati National Airport,6.949091,126.27368,PH,PH-DAO
RPMR,medium_airport,General Santos International Airport,6.058000088,125.0960007,PH,PH-SCO
RPMS,medium_airport,Surigao Airport,9.755838326,125.4809475,PH,PH-SUN
RPMW,medium_airport,Tandag Airport,9.072110176,126.1709976,PH,PH-SUR
RPMY,closed,Malaybalay Airport,8.14166,125.117,PH,PH-BUK
RPMZ,medium_airport,Zamboanga International Airport,6.922420025,122.0599976,PH,PH-ZAS
RPUB,medium_airport,Loakan Airport,16.37509918,120.6200027,PH,PH-BEN
RPUD,medium_airport,Daet Airport,14.12919998,122.9800034,PH,PH-CAN
RPUH,medium_airport,San Jose Airport,12.36149979,121.0469971,PH,PH-MDC
RPUM,medium_airport,Mamburao Airport,13.20810032,120.6050034,PH,PH-MDC
RPUN,medium_airport,Naga Airport,13.5848999,123.2699966,PH,PH-CAS
RPUO,medium_airport,Basco Airport,20.4513,121.980003,PH,PH-BTN
RPUR,medium_airport,Dr.Juan C. Angara Airport,15.729309,121.500034,PH,PH-AUR
RPUS,medium_airport,San Fernando Airport,16.59560013,120.3030014,PH,PH-LUN
RPUT,medium_airport,Tuguegarao Airport,17.64336768,121.7331505,PH,PH-CAG
RPUV,medium_airport,Virac Airport,13.5763998,124.2060013,PH,PH-CAT
RPUW,medium_airport,Marinduque Airport,13.36100006,121.8259964,PH,PH-MAD
RPUY,medium_airport,Cauayan Airport,16.92989922,121.7529984,PH,PH-ISA
RPVA,medium_airport,Daniel Z. Romualdez Airport,11.228035,125.027761,PH,PH-LEY
RPVB,medium_airport,Bacolod-Silay Airport,10.7764,123.014999,PH,PH-NEC
RPVC,medium_airport,Calbayog Airport,12.07269955,124.5449982,PH,PH-WSA
RPVD,medium_airport,Sibulan Airport,9.333709717,123.3000031,PH,PH-NER
RPVE,medium_airport,Godofredo P. Ramos Airport,11.9245,121.954002,PH,PH-AKL
RPVF,medium_airport,Catarman National Airport,12.5024004,124.6360016,PH,PH-NSA
RPVI,medium_airport,Iloilo International Airport,10.833017,122.493358,PH,PH-ILI
RPVJ,medium_airport,Moises R. Espinosa Airport,12.369682,123.630095,PH,PH-MAS
RPVK,medium_airport,Kalibo International Airport,11.67940044,122.3759995,PH,PH-AKL
RPVM,large_airport,Mactan Cebu International Airport,10.30749989,123.9789963,PH,PH-CEB
RPVO,medium_airport,Ormoc Airport,11.05799961,124.5650024,PH,PH-LEY
RPVP,medium_airport,Puerto Princesa Airport,9.742119789,118.7590027,PH,PH-PLW
RPVR,medium_airport,Roxas Airport,11.59770012,122.7519989,PH,PH-CAP
RPVS,medium_airport,Evelio Javier Airport,10.76599979,121.9329987,PH,PH-ANT
RPVT,medium_airport,Tagbilaran Airport,9.665442,123.853533,PH,PH-BOH
RPVU,medium_airport,Tugdan Airport,12.31099987,122.0849991,PH,PH-ROM
RPVV,medium_airport,Francisco B. Reyes Airport,12.12150002,120.0999985,PH,PH-PLW
X-RPVB,closed,Bacolod City Domestic Airport,10.64244,122.9296,PH,PH-NEC
OP12,medium_airport,Bandari Air Base,27.8465004,65.16000366,PK,PK-BA
OPBW,medium_airport,Bahawalpur Airport,29.34810066,71.71800232,PK,PK-PB
OPCH,medium_airport,Chitral Airport,35.88660049,71.80059814,PK,PK-NW
OPDG,medium_airport,Dera Ghazi Khan Airport,29.96100044,70.48590088,PK,PK-PB
OPDI,medium_airport,Dera Ismael Khan Airport,31.90940094,70.89659882,PK,PK-NW
OPFA,medium_airport,Faisalabad International Airport,31.36499977,72.99479675,PK,PK-PB
OPGD,medium_airport,Gwadar International Airport,25.23329926,62.32949829,PK,PK-BA
OPGT,medium_airport,Gilgit Airport,35.91880035,74.33360291,PK,PK-NA
OPJA,medium_airport,Shahbaz Air Base,28.28420067,68.4496994,PK,PK-SD
OPKC,medium_airport,Jinnah International Airport,24.9065,67.160797,PK,PK-SD
OPLA,medium_airport,Alama Iqbal International Airport,31.52160072,74.4036026,PK,PK-PB
OPLH,medium_airport,Walton Airport,31.49480057,74.34619904,PK,PK-PB
OPMA,medium_airport,Mangla Airport,33.05009842,73.63839722,PK,PK-PB
OPMF,medium_airport,Muzaffarabad Airport,34.3390007,73.50859833,PK,PK-JK
OPMI,medium_airport,Mianwali Air Base,32.56309891,71.5707016,PK,PK-PB
OPMJ,medium_airport,Moenjodaro Airport,27.33519936,68.14309692,PK,PK-SD
OPMR,medium_airport,Masroor Air Base,24.89360046,66.938797,PK,PK-SD
OPMS,medium_airport,Minhas Air Base,33.86909866,72.40090179,PK,PK-PB
OPMT,medium_airport,Multan International Airport,30.20319939,71.4190979,PK,PK-PB
OPNH,medium_airport,Shaheed Benazirabad Airport,26.2194,68.390099,PK,PK-SD
OPPG,medium_airport,Panjgur Airport,26.9545002,64.13249969,PK,PK-BA
OPPI,medium_airport,Pasni Airport,25.29050064,63.3451004,PK,PK-BA
OPPS,medium_airport,Peshawar International Airport,33.9939003,71.51460266,PK,PK-NW
OPQT,medium_airport,Quetta International Airport,30.25139999,66.93779755,PK,PK-BA
OPRK,medium_airport,Shaikh Zaid Airport,28.38389969,70.27960205,PK,PK-PB
OPRN,medium_airport,Benazir Bhutto International Airport,33.616699,73.099197,PK,PK-PB
OPRQ,medium_airport,Rafiqui Air Base,30.75810051,72.28250122,PK,PK-PB
OPRS,medium_airport,Risalpur Air Base,34.08110046,71.97260284,PK,PK-NW
OPRT,medium_airport,Rawalakot Airport,33.84970093,73.79810333,PK,PK-JK
OPSD,medium_airport,Skardu Airport,35.33549881,75.53600311,PK,PK-NA
OPSF,medium_airport,Faisal Air Base,24.87420082,67.11849976,PK,PK-SD
OPSK,medium_airport,Sukkur Airport,27.72200012,68.79170227,PK,PK-SD
OPSN,medium_airport,Sehwan Sharif Airport,26.47310066,67.71720123,PK,PK-SD
OPSR,medium_airport,Mushaf Air Base,32.04859924,72.66500092,PK,PK-PB
OPSS,medium_airport,Saidu Sharif Airport,34.81359863,72.35279846,PK,PK-NW
OPST,large_airport,Sialkot Airport,32.53555679,74.3638916,PK,PK-PB
OPSU,medium_airport,Sui Airport,28.64509964,69.17690277,PK,PK-BA
OPTU,medium_airport,Turbat International Airport,25.9864006,63.03020096,PK,PK-BA
OPZB,medium_airport,Zhob Airport,31.35840034,69.46360016,PK,PK-BA
PK-0001,large_airport,New Islamabad International Airport,33.560713,72.851613,PK,PK-PB
PK-0018,closed,Chota Malir Airstrips,24.95,67.173,PK,PK-SD
PK-0019,closed,PAF Base Malir,24.97,67.228,PK,PK-SD
PK-0022,closed,Tank Airport,32.19809,70.404027,PK,PK-NW
PK-0023,closed,Saranan Airport,30.566843,66.893477,PK,PK-BA
PK-0024,closed,Spezand Airfield,29.916193,66.987726,PK,PK-BA
PK-0025,closed,Notakzai Airport,29.653524,66.383008,PK,PK-BA
PK-0026,closed,Khai Airport,28.273904,70.077635,PK,PK-PB
PK-SWV,closed,Shikarpur Airport,29.166667,70.433333,PK,PK-SD
EPBP,medium_airport,Biała Podlaska Airfield,52.00078,23.1325278,PL,PL-LU
EPBY,medium_airport,Bydgoszcz Ignacy Jan Paderewski Airport,53.09680176,17.97769928,PL,PL-KP
EPCE,medium_airport,Cewice Air Base,54.416,17.7633,PL,PL-PM
EPDE,medium_airport,Deblin Military Air Base,51.55139923,21.89360046,PL,PL-LU
EPGD,large_airport,Gdańsk Lech Wałęsa Airport,54.37760162,18.46619987,PL,PL-PM
EPGO,closed,Góraszka Airport,52.184441,21.281111,PL,PL-MZ
EPIR,medium_airport,Inowroclaw Military Air Base,52.82939911,18.33060074,PL,PL-KP
EPKC,closed,Kraków Rakowice-Czyżyny Airport,50.084353,19.99031,PL,PL-MA
EPKK,large_airport,Kraków John Paul II International Airport,50.077702,19.7848,PL,PL-MA
EPKS,medium_airport,Krzesiny Military Air Base,52.33169937,16.96640015,PL,PL-WP
EPKT,large_airport,Katowice International Airport,50.4743,19.08,PL,PL-SL
EPLE,closed,Legnica Airport,51.1828,16.1782,PL,PL-DS
EPLK,medium_airport,Lask Military Air Base,51.55170059,19.17910004,PL,PL-LD
EPLL,medium_airport,Łódź Władysław Reymont Airport,51.72190094,19.3980999,PL,PL-LD
EPLY,medium_airport,Leczyca Military Air Base,52.00469971,19.14559937,PL,PL-LD
EPMB,medium_airport,Malbork Military Air Base,54.02690125,19.13419914,PL,PL-PM
EPMI,medium_airport,Miroslawiec Military Air Base,53.39509964,16.08279991,PL,PL-ZP
EPMJ,closed,Mikołajki Airport,53.807781,21.55583,PL,PL-WN
EPMM,medium_airport,Minsk Mazowiecki Military Air Base,52.19549942,21.65589905,PL,PL-MZ
EPMO,large_airport,Modlin Airport,52.451099,20.6518,PL,PL-MZ
EPOK,medium_airport,Oksywie Military Air Base,54.57970047,18.51720047,PL,PL-PM
EPPO,large_airport,Poznań-Ławica Airport,52.42100143,16.82629967,PL,PL-WP
EPPW,medium_airport,Powidz Military Air Base,52.379398,17.853901,PL,PL-WP
EPRA,medium_airport,Radom Airport,51.3891983,21.21330071,PL,PL-MZ
EPRZ,medium_airport,Rzeszów-Jasionka Airport,50.11000061,22.0189991,PL,PL-PK
EPSC,medium_airport,"Szczecin-Goleniów ""Solidarność"" Airport",53.58470154,14.90219975,PL,PL-ZP
EPSK,closed,Redzikowo Air Base,54.47890091,17.10750008,PL,PL-PM
EPSN,medium_airport,Swidwin Military Air Base,53.79059982,15.82629967,PL,PL-ZP
EPSY,medium_airport,Olsztyn-Mazury Airport,53.481899,20.9377,PL,PL-WN
EPTM,medium_airport,Tomaszow Mazowiecki Military Air Base,51.58440018,20.0977993,PL,PL-LD
EPWA,large_airport,Warsaw Chopin Airport,52.16569901,20.96710014,PL,PL-MZ
EPWR,large_airport,Copernicus Wrocław Airport,51.10269928,16.88579941,PL,PL-DS
EPZG,medium_airport,Zielona Góra-Babimost Airport,52.13850021,15.7986002,PL,PL-LB
LUZ,medium_airport,Lublin Airport,51.240278,22.713611,PL,PL-LU
PL-0005,closed,Broczyno Air Base,53.51944351,16.28416634,PL,PL-ZP
PL-0006,closed,Brzeg-Skarbimierz Air Base,50.83694458,17.41361046,PL,PL-OP
PL-0009,closed,Dęblin-Ułęż Air Base,51.619167,22.101667,PL,PL-LU
PL-0010,closed,Debrzno Air Base,53.52444458,17.25916672,PL,PL-WP
PL-0011,closed,Gdańsk-Wrzeszcz Air Base,54.39611053,18.60250092,PL,PL-PM
PL-0012,closed,Gostyń-Gola Air Base,51.88722229,16.97611046,PL,PL-WP
PL-0035,closed,Aleksandrów Łódzki Airport,51.7906,19.27,PL,PL-LD
PL-0038,closed,Brochocin Air Base,51.203331,15.93278,PL,PL-DS
PL-0041,closed,Dębica Air Base,53.943611,15.62028,PL,PL-ZP
PL-0042,closed,Dęblin-Podlodów Air Base,51.62722,22.198059,PL,PL-LU
PL-0043,closed,Dębno Polskie Airport,51.59444,16.8675,PL,PL-WP
PL-0044,closed,Goszczanów Airfield,51.799198,18.493099,PL,PL-LD
PL-0047,closed,Kroczewo Airstrip,52.47361,20.539169,PL,PL-MZ
PL-0048,closed,Krzewica Airport,52.05389,22.70056,PL,PL-LU
PL-0050,closed,Międzylesie Airport,52.216942,21.198891,PL,PL-MZ
PL-0052,closed,Namysłów Airport,51.064171,17.593611,PL,PL-OP
PL-0053,closed,Oława-Stanowice Air Base (closed),50.978611,17.247499,PL,PL-DS
PL-0054,closed,Orsk Airstrip,51.5672,16.3556,PL,PL-DS
PL-0056,closed,Radzewice Airport,52.211109,16.997219,PL,PL-WP
PL-0059,closed,Skibno Airport,54.244999,16.306669,PL,PL-ZP
PL-0060,closed,Smolnik Airstrip,49.275002,22.120279,PL,PL-PK
PL-0063,closed,Wejherowo Airfield,54.59111,18.200001,PL,PL-PM
PL-0065,closed,Wschowa-Łysiny Airport,51.835281,16.24778,PL,PL-LB
PL-0066,closed,Wysokie Mazowieckie Air Base,52.931389,22.52639,PL,PL-PD
PL-0067,closed,Zgorzelec-Żarska Wieś Airport,51.203335,15.128333,PL,PL-DS
PL-0068,closed,Krzywa Air Base,51.31000137,15.72500038,PL,PL-DS
PL-0071,closed,Szprotawa-Wiechlice Air Base,51.56000137,15.59000015,PL,PL-LB
PL-0073,closed,Olesnica Air Base,51.21500015,17.43499947,PL,PL-DS
PL-0079,closed,Lotnisko Turośń Kościelna,53.003022,23.057806,PL,PL-PD
PL-0082,closed,Wicko Morskie Air Base,54.5522225,16.6177416,PL,PL-ZP
PL-0086,closed,Lotnisko Lwówek,51.128283,15.570464,PL,PL-U-A
PL-0116,closed,Rogów Airstrip,51.800561,19.857478,PL,PL-LD
PL-0148,closed,Konarzyny Air Base,53.825333,17.3525,PL,PL-PM
PL-0163,closed,Brużyczka Mała,51.848148,19.32928,PL,PL-LD
LFVM,medium_airport,Miquelon Airport,47.09550095,-56.38029861,PM,PM-ML
LFVP,medium_airport,St Pierre Airport,46.76290131,-56.17309952,PM,PM-SP
PR-0004,closed,Salinas Airport,17.970482,-66.266021,PR,PR-U-A
PR-DDP,closed,Dorado Beach Airport,18.46496571,-66.29558086,PR,PR-U-A
PR-PPD,closed,Palmas del Mar Airstrip,18.08620071,-65.79650116,PR,PR-U-A
TJAB,medium_airport,Antonio Nery Juarbe Pol Airport,18.45000076,-66.6753006,PR,PR-U-A
TJBQ,medium_airport,Rafael Hernandez Airport,18.49489975,-67.12940216,PR,PR-U-A
TJCG,closed,Vieques Airport,18.11580086,-65.42269897,PR,PR-U-A
TJFA,medium_airport,Diego Jimenez Torres Airport,18.30890083,-65.66190338,PR,PR-U-A
TJIG,medium_airport,Fernando Luis Ribas Dominicci Airport,18.45680046,-66.09809875,PR,PR-U-A
TJMZ,medium_airport,Eugenio Maria De Hostos Airport,18.25569916,-67.14849854,PR,PR-U-A
TJPS,medium_airport,Mercedita Airport,18.00830078,-66.56300354,PR,PR-U-A
TJSJ,large_airport,Luis Munoz Marin International Airport,18.43939972,-66.00180054,PR,PR-U-A
TMJG,closed,Aeropuerto Internacional Islas Michael,16.21467459,-66.88476563,PR,PR-U-A
LLAZ,closed,Gush Katif Airport,31.36705017,34.29450989,PS,PS-KYS
LVGZ,closed,Yasser Arafat International Airport,31.24640083,34.27610016,PS,PS-RFH
OJJR,closed,Jerusalem Airport,31.8647,35.2192,PS,PS-JEM
LPAR,medium_airport,Alverca Air Base,38.883301,-9.0301,PT,PT-11
LPAZ,medium_airport,Santa Maria Airport,36.97140121,-25.17060089,PT,PT-20
LPBG,medium_airport,Bragança Airport,41.8578,-6.70713,PT,PT-04
LPBJ,medium_airport,Beja Airport / Airbase,38.078899,-7.9324,PT,PT-02
LPBR,medium_airport,Braga Municipal Aerodrome,41.58710098,-8.445139885,PT,PT-03
LPCB,medium_airport,Aerodromo de Castelo Branco,39.847022,-7.44111,PT,PT-05
LPCO,medium_airport,Aerodromo Municipal de Coimbra,40.158758,-8.470815,PT,PT-06
LPCS,medium_airport,Cascais Airport,38.724998,-9.35523,PT,PT-11
LPCV,closed,Covilhã Airport,40.264801,-7.47996,PT,PT-05
LPEV,medium_airport,Évora Airport,38.533501,-7.88964,PT,PT-07
LPFL,medium_airport,Flores Airport,39.45529938,-31.13139915,PT,PT-20
LPFR,large_airport,Faro Airport,37.01440048,-7.965909958,PT,PT-08
LPGR,medium_airport,Graciosa Airport,39.09220123,-28.02980042,PT,PT-20
LPHR,medium_airport,Horta Airport,38.51990128,-28.71590042,PT,PT-20
LPJO,closed,Alijó Airport,41.327145,-7.457717,PT,PT-17
LPLA,large_airport,Lajes Airport,38.761799,-27.090799,PT,PT-20
LPMA,medium_airport,Madeira Airport,32.697899,-16.7745,PT,PT-30
LPMR,medium_airport,Monte Real Air Base,39.828335,-8.8875,PT,PT-10
LPMT,medium_airport,Montijo Air Base,38.703899,-9.03592,PT,PT-15
LPOT,medium_airport,Ota Air Base,39.087502,-8.96278,PT,PT-11
LPOV,medium_airport,Ovar Air Base,40.915901,-8.64592,PT,PT-01
LPPD,large_airport,João Paulo II Airport,37.74119949,-25.69790077,PT,PT-20
LPPI,medium_airport,Pico Airport,38.554298,-28.441299,PT,PT-20
LPPM,medium_airport,Portimão Airport,37.1493,-8.58396,PT,PT-08
LPPR,large_airport,Francisco de Sá Carneiro Airport,41.24810028,-8.681389809,PT,PT-13
LPPS,medium_airport,Porto Santo Airport,33.07339859,-16.35000038,PT,PT-30
LPPT,large_airport,Humberto Delgado Airport (Lisbon Portela Airport),38.7813,-9.13592,PT,PT-11
LPPV,closed,Praia Verde 23M Airfield,37.193441,-7.472073,PT,PT-08
LPSI,closed,Sines Airport,37.941692,-8.817301,PT,PT-15
LPSJ,medium_airport,São Jorge Airport,38.665501,-28.1758,PT,PT-20
LPSO,medium_airport,Ponte de Sor Airport,39.211559,-8.056542,PT,PT-12
LPST,medium_airport,Sintra Air Base,38.8311,-9.33955,PT,PT-11
LPTN,medium_airport,Tancos Airbase,39.475101,-8.36458,PT,PT-14
LPVL,medium_airport,Vilar de Luz Airfield,41.27729,-8.516209,PT,PT-13
LPVR,medium_airport,Vila Real Airport,41.2743,-7.72047,PT,PT-17
LPVZ,medium_airport,Aerodromo Goncalves Lobato (Viseu Airport),40.725498,-7.88899,PT,PT-18
PT-0017,closed,Alentejo Air Park,37.465556,-8.737222,PT,PT-02
PT-0028,closed,Aeródromo de Vila Meã,40.426368,-8.232252,PT,PT-18
PT-0034,closed,Aeródromo da Lourinhã,39.260908,-9.335606,PT,PT-11
PT-0054,closed,Aerodromo de Pias Longas (Old - Closed),39.586541,-8.577726,PT,PT-14
PT-0059,closed,Pista da SAPEC (Santa Catarina),38.494813,-8.819296,PT,PT-15
PT-0072,closed,Pista do Cabo Sardão,37.631286,-8.763292,PT,PT-02
PT-0076,closed,Pista da Sonega,37.84125,-8.743787,PT,PT-15
PT-0081,closed,Armacao de Pera Airfield ULM,37.110756,-8.34417,PT,PT-08
PT-0082,closed,Aerodromo de Tavira ULM,37.114901,-7.662749,PT,PT-08
PT-0086,closed,Aerodromo da Amareleja,38.179117,-7.205958,PT,PT-02
PT-0089,closed,Pista de Campo Maior,39.027327,-7.130663,PT,PT-12
PT-0091,closed,Aerodromo de Viana do Alentejo,38.360991,-8.057957,PT,PT-07
PT-0097,closed,Aerodromo do Coentral,40.0767,-8.158336,PT,PT-10
PT-0098,closed,Pista do Sorraia,39.966636,-8.157102,PT,PT-10
PT-0123,closed,Aerodromo de Sao Cosmado,41.065959,-7.700687,PT,PT-18
PTRO,medium_airport,Babelthuap Airport,7.36731,134.544236,PW,PW-004
SGAS,medium_airport,Silvio Pettirossi International Airport,-25.23999977,-57.52000046,PY,PY-11
SGAY,medium_airport,Juan De Ayolas Airport,-27.370554,-56.854064,PY,PY-8
SGES,medium_airport,Guarani International Airport,-25.454516,-54.842682,PY,PY-10
SGME,medium_airport,Dr. Luis Maria Argaña International Airport,-22.04999924,-60.61999893,PY,PY-19
SGPI,medium_airport,Carlos Miguel Gimenez Airport,-26.881224,-58.318026,PY,PY-12
OTBD,medium_airport,Doha International Airport,25.261101,51.565102,QA,QA-DA
OTBH,medium_airport,Al Udeid Air Base,25.11730003,51.31499863,QA,QA-RA
QA-0001,large_airport,Hamad International Airport,25.273056,51.608056,QA,QA-DA
FMEE,medium_airport,Roland Garros Airport,-20.88710022,55.51029968,RE,RE-U-A
FMEP,medium_airport,Pierrefonds Airport,-21.32089996,55.42499924,RE,RE-U-A
LR79,medium_airport,Ianca Air Base,45.158699,27.430901,RO,RO-BR
LR80,medium_airport,Feteşti Air Base,44.3923,27.7267,RO,RO-IL
LR81,closed,Deveselu Air Base,44.07730103,24.41640091,RO,RO-OT
LR82,medium_airport,Boboc Air Base,45.2164,26.9786,RO,RO-BZ
LRAR,medium_airport,Arad International Airport,46.17660141,21.26199913,RO,RO-AR
LRBC,medium_airport,Bacău Airport,46.52190018,26.9102993,RO,RO-BC
LRBM,medium_airport,Maramureș International Airport,47.660598,23.467252,RO,RO-MM
LRBS,medium_airport,Băneasa International Airport,44.50320053,26.10210037,RO,RO-B
LRCK,medium_airport,Mihail Kogălniceanu International Airport,44.36220169,28.48830032,RO,RO-CT
LRCL,medium_airport,Cluj-Napoca International Airport,46.78519821,23.68619919,RO,RO-CJ
LRCS,medium_airport,Caransebeş Airport,45.41999817,22.25329971,RO,RO-CS
LRCT,medium_airport,Câmpia Turzii Air Base,46.50230026,23.8859005,RO,RO-CJ
LRCV,medium_airport,Craiova Airport,44.31809998,23.8885994,RO,RO-DJ
LRIA,medium_airport,Iaşi Airport,47.17850113,27.62059975,RO,RO-IS
LROD,medium_airport,Oradea International Airport,47.02529907,21.90250015,RO,RO-BH
LROP,large_airport,Henri Coandă International Airport,44.5711111,26.085,RO,RO-B
LRSB,medium_airport,Sibiu International Airport,45.78559875,24.09129906,RO,RO-SB
LRSM,medium_airport,Satu Mare Airport,47.70330048,22.88570023,RO,RO-SM
LRSV,medium_airport,Suceava Stefan cel Mare Airport,47.6875,26.35409927,RO,RO-SV
LRTC,medium_airport,Tulcea Airport,45.0625,28.71430016,RO,RO-TL
LRTM,medium_airport,Transilvania Târgu Mureş International Airport,46.46770096,24.41250038,RO,RO-MS
LRTR,medium_airport,Timişoara Traian Vuia Airport,45.80989838,21.33790016,RO,RO-TM
RO-0015,closed,Siliștea Gumești Air Base,44.370911,24.983528,RO,RO-TR
LYBE,large_airport,Belgrade Nikola Tesla Airport,44.81840134,20.3090992,RS,RS-00
LYBT,medium_airport,Batajnica Air Base,44.935299,20.2575,RS,RS-07
LYNI,medium_airport,Nis Airport,43.337299,21.853701,RS,RS-20
LYSO,closed,Sombor Airport,45.722333,19.057843,RS,RS-05
RS-0004,closed,Sjenica Air Base,43.273784,20.046188,RS,RS-16
RU-0001,medium_airport,Levashovo Air Base,60.08670044,30.19330025,RU,RU-SPE
RU-0002,closed,Afrikanda Air Base,67.45670319,32.7867012,RU,RU-MUR
RU-0004,closed,Aleysk Air Base,52.483297,82.699997,RU,RU-ALT
RU-0005,closed,Andreapol Air Base,56.643299,32.313301,RU,RU-TVE
RU-0006,closed,Arabatuk Air Base,50.223801,117.098999,RU,RU-CHI
RU-0007,closed,Ashchebutak Air Base,51.03499985,59.16830063,RU,RU-ORE
RU-0008,medium_airport,Bada Air Base,51.406917,109.900091,RU,RU-CHI
RU-0009,closed,Bakhmutovo Air Base,56.37170029,34.0882988,RU,RU-TVE
RU-0010,medium_airport,Balashov Air Base,51.53329849,43.29999924,RU,RU-SAR
RU-0011,closed,Baltiysk Air Base,54.61000061,19.86829948,RU,RU-KGD
RU-0012,closed,Khariusny Airfield,67.37977301,34.2131424,RU,RU-MUR
RU-0014,medium_airport,Borisoglebsk Air Base,51.366699,42.178299,RU,RU-VOR
RU-0015,medium_airport,Khotilovo Air Base,57.65499878,34.09999847,RU,RU-TVE
RU-0016,large_airport,Lipetsk Air Base,52.63499832,39.44499969,RU,RU-LIP
RU-0018,medium_airport,Buturlinovka Air Base,50.79220963,40.6061554,RU,RU-VOR
RU-0020,closed,Chekurovka Air Base,71.06500244,127.3379974,RU,RU-SA
RU-0023,medium_airport,Chindant Air Base,50.39670181,116.3470001,RU,RU-CHI
RU-0028,medium_airport,Kaliningrad Chkalovsk Naval Air Base,54.76660156,20.39699936,RU,RU-KGD
RU-0031,closed,Khodynka Airport,55.78860092,37.5298996,RU,RU-MOW
RU-0035,large_airport,Grozny North Airport,43.388302,45.698601,RU,RU-CE
RU-0036,medium_airport,Irkutsk Northwest Airport,52.36830139,104.1829987,RU,RU-IRK
RU-0038,closed,Palana (East) Airport,59.05833435,159.9666595,RU,RU-KAM
RU-0039,closed,Kachalovka Airfield,67.98699951,39.83499908,RU,RU-MUR
RU-0040,medium_airport,Syktyvkar Southwest,61.58666611,50.52000046,RU,RU-KO
RU-0041,closed,Taly Ruchey Air Base,66.889999,33.883301,RU,RU-MUR
RU-0043,medium_airport,Mius Airport,54.95833206,43.3116684,RU,RU-NIZ
RU-0047,closed,Kazan Old Airport,55.78749847,49.19527817,RU,RU-TA
RU-0049,closed,Yelabuga North Airport,55.7928009,52.13299942,RU,RU-TA
RU-0050,medium_airport,Yamburg Airport,67.986664,75.099998,RU,RU-YAN
RU-0053,closed,Iultin Airport,67.91149902,-178.6719971,RU,RU-CHU
RU-0055,closed,Bereznik Airport,62.82333374,42.79666519,RU,RU-ARK
RU-0059,medium_airport,Alakurtti Naval Air Base,66.97333527,30.34499931,RU,RU-MUR
RU-0060,medium_airport,Chernyakhovsk Naval Air Base,54.6016655,21.78166771,RU,RU-KGD
RU-0063,closed,Lakhta Naval Air Base,64.383331,40.716667,RU,RU-ARK
RU-0064,medium_airport,Ostrov Naval Air Base,57.299999,28.4333,RU,RU-PSK
RU-0065,medium_airport,Pribylovo Naval Air Base,60.45833206,28.74666786,RU,RU-LEN
RU-0066,closed,Severomorsk-2 Naval Air Base,69.01499939,33.29166794,RU,RU-MUR
RU-0067,closed,Veshchevo Naval Air Base,60.6733017,29.16670036,RU,RU-LEN
RU-0078,closed,Yermilovo Air Base,60.375,28.87400055,RU,RU-LEN
RU-0086,closed,Zavetnoe Airport,47.135167,43.899133,RU,RU-ROS
RU-0088,closed,Urup Airport,46.20717621,150.526474,RU,RU-SAK
RU-0089,medium_airport,Krymsk Air Base,44.95999908,38,RU,RU-KDA
RU-0090,medium_airport,Krasnodar Tsentralny Air Base,45.08000183,38.9469986,RU,RU-KDA
RU-0091,closed,Baronovskiy Airfield,44.9248,40.9883,RU,RU-KDA
RU-0092,closed,Myskhako Airport,44.66999817,37.77600098,RU,RU-KDA
RU-0098,medium_airport,Oktyabrskiy Air Base,47.97000122,43.72000122,RU,RU-VGG
RU-0106,closed,Basy Airfield,46.21500015,46.94499969,RU,RU-AST
RU-0107,closed,Bataysk Air Base,47.11700058,39.79499817,RU,RU-ROS
RU-0111,closed,Dresba Air Base,69.36329651,161.5619965,RU,RU-CHU
RU-0118,closed,Chistoozyornoe Airfield,54.6590004,76.53700256,RU,RU-NVS
RU-0125,medium_airport,Bobrovka Air Base,53.14500046,50.70999908,RU,RU-SAM
RU-0127,closed,Bryansk Airport,53.27000046,34.3370018,RU,RU-BRY
RU-0128,medium_airport,Budyonnovsk Air Base,44.83000183,44.01300049,RU,RU-STA
RU-0130,closed,Yefremov Air Base,53.11500168,38.24300003,RU,RU-TUL
RU-0131,closed,Troitskoye Air Base,46.455002,44.209999,RU,RU-KL
RU-0132,medium_airport,Chernigovka Air Base,44.32500076,132.5449982,RU,RU-PRI
RU-0138,closed,Girvas Air Base,62.483002,33.75,RU,RU-KR
RU-0145,closed,Chaikovskiy Airport,56.75,54.14500046,RU,RU-PER
RU-0152,medium_airport,Mozdok Air Base,43.78499985,44.59999847,RU,RU-SE
RU-0153,closed,Komendantskiy Airfield,59.99700165,30.29000092,RU,RU-SPE
RU-0154,closed,Ropsha Airfield,59.71099854,29.80500031,RU,RU-LEN
RU-0159,closed,Izborsk Airport,57.71500015,27.70400047,RU,RU-PSK
