ident,type,name,latitude_deg,longitude_deg,iso_country,iso_region
OMAA,large_airport,Abu Dhabi International Airport,24.43300056,54.65110016,AE,AE-AZ
OMAC,closed,Asab Airfield,23.29809952,54.22169876,AE,AE-AZ
OMAD,medium_airport,Bateen Airport,24.42830086,54.45809937,AE,AE-AZ
OMAL,medium_airport,Al Ain International Airport,24.26169968,55.60919952,AE,AE-AZ
OMAM,medium_airport,Al Dhafra Air Base,24.24819946,54.54769897,AE,AE-AZ
OMBY,medium_airport,Sir Bani Yas Airport,24.283611,52.580278,AE,AE-AZ
OMDB,large_airport,Dubai International Airport,25.25279999,55.36439896,AE,AE-DU
OMDM,medium_airport,Al Minhad Air Base,25.02680016,55.36619949,AE,AE-DU
OMDW,large_airport,Al Maktoum International Airport,24.896356,55.161389,AE,AE-DU
OMFJ,medium_airport,Fujairah International Airport,25.11219978,56.32400131,AE,AE-FU
OMRK,medium_airport,Ras Al Khaimah International Airport,25.6135006,55.93880081,AE,AE-RK
OMSJ,large_airport,Sharjah International Airport,25.32859993,55.51720047,AE,AE-SH
TAPA,medium_airport,V.C. Bird International Airport,17.1367,-61.792702,AG,AG-03
TQPF,medium_airport,Clayton J Lloyd International Airport,18.2048,-63.055099,AI,AI-U-A
AL-0001,closed,Lapraka Heliport,41.333302,19.7913,AL,AL-11
AL-0002,closed,Aeroporti i Korroticës së Ulët,42.6051923,20.9096986,AL,AL-U-A
AL-0003,closed,Aeroporti i Mifoit,40.6061798,19.4262538,AL,AL-U-A
AL-LA10,closed,Gjirokastër Airport,40.087889,20.151917,AL,AL-05
LAGJ,closed,Gjadër Air Base,41.895199,19.5987,AL,AL-08
LAKU,medium_airport,Kukës Airport,42.03369904,20.41589928,AL,AL-07
LAKV,medium_airport,Kuçovë Air Base,40.77190018,19.90189934,AL,AL-01
LASK,closed,Shkodër Airport,42.089361,19.509111,AL,AL-10
LATI,large_airport,Tirana International Airport Mother Teresa,41.41469955,19.72060013,AL,AL-11
LAVL,medium_airport,Vlorë Air Base,40.47610092,19.4741993,AL,AL-12
AM-0001,closed,Kapan Airport,39.20299912,46.45500183,AM,AM-SU
AM-0005,closed,Gavar Airport,40.37120115,45.097332,AM,AM-GR
AM-0006,closed,Mets Mazrik Airstrip,40.19985489,45.77711105,AM,AM-GR
AM-0007,closed,Meghri Airport,38.91157257,46.19892597,AM,AM-SU
UDSG,medium_airport,Gyumri Shirak Airport,40.75040054,43.85929871,AM,AM-SH
UDYE,medium_airport,Erebuni Airport,40.12210083,44.46500015,AM,AM-ER
UDYZ,large_airport,Zvartnots International Airport,40.14730072,44.39590073,AM,AM-ER
UGEJ,medium_airport,Dzhermuk Airport,39.82400131,45.67399979,AM,AM-VD
AO-0009,closed,Cuangar Old Airport,-17.599985,18.623552,AO,AO-CCU
AO-0010,closed,Savate Airport,-16.880647,18.002593,AO,AO-CCU
AO-0013,closed,Luiana Airport,-17.380791,23.002339,AO,AO-CCU
AO-0014,closed,Coutada Airport,-17.017654,21.301774,AO,AO-CCU
AO-0015,closed,Rivungo Airport,-15.793551,21.380704,AO,AO-CCU
AO-0018,closed,Luena Airport,-12.740271,20.736829,AO,AO-MOX
AO-0026,closed,Nova Chaves Airport,-10.598408,21.315093,AO,AO-CUS
AO-0031,closed,Cazaje Airport,-11.063437,20.695914,AO,AO-LSU
AO-0036,closed,Namacunde Airport,-17.302638,15.850786,AO,AO-CNN
FNBC,medium_airport,Mbanza Congo Airport,-6.269899845,14.24699974,AO,AO-ZAI
FNBG,medium_airport,Benguela Airport,-12.60900021,13.40369987,AO,AO-BGU
FNCA,medium_airport,Cabinda Airport,-5.596990108,12.18840027,AO,AO-CAB
FNCT,medium_airport,Catumbela Airport,-12.4792,13.4869,AO,AO-BGU
FNDU,medium_airport,Dundo Airport,-7.400889874,20.81850052,AO,AO-LNO
FNGI,medium_airport,Ngjiva Pereira Airport,-17.0435009,15.68379974,AO,AO-CNN
FNHU,medium_airport,Nova Lisboa Airport,-12.80889988,15.76049995,AO,AO-HUA
FNKU,medium_airport,Kuito Airport,-12.40460014,16.94739914,AO,AO-BIE
FNLU,large_airport,Quatro de Fevereiro Airport,-8.85837,13.2312,AO,AO-LUA
FNMA,medium_airport,Malanje Airport,-9.525090218,16.31240082,AO,AO-MAL
FNME,medium_airport,Menongue Airport,-14.6576004,17.71980095,AO,AO-CCU
FNMO,medium_airport,Namibe Airport,-15.26119995,12.14680004,AO,AO-NAM
FNNG,medium_airport,Negage Airport,-7.754509926,15.2876997,AO,AO-UIG
FNPA,medium_airport,Porto Amboim Airport,-10.72200012,13.76550007,AO,AO-CUS
FNSA,medium_airport,Saurimo Airport,-9.689069748,20.43190002,AO,AO-LSU
FNSO,medium_airport,Soyo Airport,-6.141089916,12.37180042,AO,AO-ZAI
FNSU,medium_airport,Sumbe Airport,-11.16790009,13.84749985,AO,AO-CUS
FNUB,medium_airport,Lubango Airport,-14.92469978,13.57499981,AO,AO-HUI
FNUE,medium_airport,Luena Airport,-11.76809978,19.89769936,AO,AO-MOX
FNUG,medium_airport,Uige Airport,-7.603069782,15.02779961,AO,AO-UIG
FNXA,medium_airport,Xangongo Airport,-16.7553997,14.96529961,AO,AO-CNN
LAD,closed,Angola International Airport (Under Construction),-9.0484,13.5026,AO,AO-LUA
AQ-0004,closed,Base Cientifica Ellsworth,-77.650008,-41.0333,AQ,AQ-U-A
NZPG,medium_airport,McMurdo Station Pegasus Field,-77.96340179,166.5249939,AQ,AQ-U-A
NZSP,medium_airport,South Pole Station Airport,-90,0,AQ,AQ-U-A
NZWD,medium_airport,Williams Field,-77.86740112,167.0570068,AQ,AQ-U-A
AR-0015,closed,Saenz Peña Airport,-26.81579971,-60.44829941,AR,AR-H
AR-0016,closed,(Old) Antoine De Saint Exupery Airport,-40.74010086,-64.98049927,AR,AR-R
AR-0064,closed,Benavidez Airport,-34.388054,-58.663887,AR,AR-B
AR-0175,closed,General Rodriguez Airport,-34.497234,-59.037457,AR,AR-B
AR-0223,closed,La Fantasia,-34.7286,-59.109402,AR,AR-B
AR-0389,closed,Carlos Saqui Airport,-31.63500023,-63.86109924,AR,AR-X
AR-0409,closed,Estancia El Chañar Airport,-31.2887,-62.4189,AR,AR-X
AR-0428,closed,Guatraché Airport,-37.68280029,-63.55080032,AR,AR-L
AR-0430,closed,Haras Trelliris Airport,-35.3314,-60.5792,AR,AR-B
AR-0443,closed,Match Point Airport,-34.5161,-59.1339,AR,AR-B
AR-0484,closed,General Alvear Airport,-35.9783,-59.9061,AR,AR-B
AR-0639,closed,Pinto Airport,-29.152266,-62.675025,AR,AR-G
AR-0642,closed,Los Juries Airport,-28.477432,-62.1226,AR,AR-G
SA30,closed,Colonia Catriel Airport,-37.91019821,-67.83499908,AR,AR-R
SAAC,medium_airport,Comodoro Pierrestegui Airport,-31.2969,-57.9966,AR,AR-E
SAAG,medium_airport,Gualeguaychu Airport,-33.0103,-58.6131,AR,AR-E
SAAM,closed,Mazaruca Airport,-33.596001,-59.266998,AR,AR-E
SAAP,medium_airport,General Urquiza Airport,-31.7948,-60.4804,AR,AR-E
SAAR,medium_airport,Islas Malvinas Airport,-32.9036,-60.785,AR,AR-S
SAAV,medium_airport,Sauce Viejo Airport,-31.7117,-60.8117,AR,AR-S
SABE,medium_airport,Jorge Newbery Airpark,-34.5592,-58.4156,AR,AR-C
SACO,medium_airport,Ingeniero Ambrosio Taravella Airport,-31.323601,-64.208,AR,AR-X
SACT,closed,Chamical Airport,-30.34530067,-66.29360198,AR,AR-F
SADD,closed,Don Torcuato Airport,-34.49810028,-58.60419846,AR,AR-B
SADF,medium_airport,San Fernando Airport,-34.4532,-58.5896,AR,AR-B
SADG,closed,Monte Grande Airport,-34.805599,-58.492001,AR,AR-B
SADL,medium_airport,La Plata Airport,-34.9722,-57.8947,AR,AR-B
SADP,medium_airport,El Palomar Airport,-34.6099,-58.6126,AR,AR-B
SADR,closed,Merlo Airport,-34.680283,-58.742658,AR,AR-B
SAEZ,large_airport,Ministro Pistarini International Airport,-34.8222,-58.5358,AR,AR-B
SAHS,medium_airport,Rincon De Los Sauces Airport,-37.3905983,-68.90419769,AR,AR-Q
SAHZ,medium_airport,Zapala Airport,-38.975498,-70.113602,AR,AR-Q
SAME,medium_airport,El Plumerillo Airport,-32.83169937,-68.79290009,AR,AR-M
SAMM,medium_airport,Comodoro D.R. Salomón Airport,-35.49359894,-69.57430267,AR,AR-M
SAMR,medium_airport,Suboficial Ay Santiago Germano Airport,-34.588299,-68.4039,AR,AR-M
SANC,medium_airport,Catamarca Airport,-28.59560013,-65.75170136,AR,AR-K
SANE,medium_airport,Vicecomodoro Angel D. La Paz Aragonés Airport,-27.76555634,-64.30999756,AR,AR-G
SANI,closed,Tinogasta Airport,-28.037801,-67.580299,AR,AR-K
SANL,medium_airport,Capitan V A Almonacid Airport,-29.38159943,-66.79579926,AR,AR-F
SANR,medium_airport,Termas de Río Hondo international Airport,-27.4966,-64.93595,AR,AR-G
SANT,medium_airport,Teniente Benjamin Matienzo Airport,-26.8409,-65.104897,AR,AR-T
SANU,medium_airport,Domingo Faustino Sarmiento Airport,-31.571501,-68.418198,AR,AR-J
SAOC,medium_airport,Area De Material Airport,-33.08509827,-64.26129913,AR,AR-X
SAOD,medium_airport,Villa Dolores Airport,-31.94519997,-65.14630127,AR,AR-X
SAOR,medium_airport,Villa Reynolds Airport,-33.72990036,-65.38739777,AR,AR-D
SAOU,medium_airport,Brigadier Mayor D Cesar Raul Ojeda Airport,-33.27320099,-66.35639954,AR,AR-D
SAOV,medium_airport,Presidente Néstor Kirchner Regional Airport,-32.3201,-63.22663,AR,AR-X
SARC,medium_airport,Corrientes Airport,-27.4455,-58.7619,AR,AR-W
SARD,closed,Resistencia (City) Airport,-27.46570015,-58.97900009,AR,AR-H
SARE,medium_airport,Resistencia International Airport,-27.45,-59.0561,AR,AR-H
SARF,medium_airport,Formosa Airport,-26.2127,-58.2281,AR,AR-P
SARI,medium_airport,Cataratas Del Iguazú International Airport,-25.737301,-54.4734,AR,AR-N
SARL,medium_airport,Paso De Los Libres Airport,-29.6894,-57.1521,AR,AR-W
SARM,medium_airport,Monte Caseros Airport,-30.2719,-57.6402,AR,AR-W
SARO,closed,Ituzaingo Airport,-27.52610016,-56.63330078,AR,AR-W
SARP,medium_airport,Libertador Gral D Jose De San Martin Airport,-27.3858,-55.9707,AR,AR-N
SASA,medium_airport,Martin Miguel De Guemes International Airport,-24.8560009,-65.48619843,AR,AR-A
SASJ,medium_airport,Gobernador Horacio Guzman International Airport,-24.392799,-65.097801,AR,AR-Y
SASO,medium_airport,Orán Airport,-23.15279961,-64.32920074,AR,AR-A
SAST,medium_airport,General Enrique Mosconi Airport,-22.6196003,-63.79370117,AR,AR-A
SATG,medium_airport,Goya Airport,-29.1058,-59.2189,AR,AR-W
SATR,medium_airport,Reconquista Airport,-29.2103,-59.68,AR,AR-S
SATU,medium_airport,Curuzu Cuatia Airport,-29.7706,-57.9789,AR,AR-W
SAVB,medium_airport,El Bolson Airport,-41.94319916,-71.53230286,AR,AR-R
SAVC,medium_airport,General E. Mosconi Airport,-45.7853,-67.4655,AR,AR-U
SAVE,medium_airport,Brigadier Antonio Parodi Airport,-42.90800095,-71.13950348,AR,AR-U
SAVH,medium_airport,Las Heras Airport,-46.53829956,-68.96530151,AR,AR-Z
SAVT,medium_airport,Almirante Marco Andres Zar Airport,-43.2105,-65.2703,AR,AR-U
SAVV,medium_airport,Gobernador Castello Airport,-40.8692,-63.0004,AR,AR-R
SAVY,medium_airport,El Tehuelche Airport,-42.7592,-65.1027,AR,AR-U
SAWA,closed,Lago Argentino Airport,-50.336102,-72.248596,AR,AR-Z
SAWC,medium_airport,El Calafate Airport,-50.2803,-72.053101,AR,AR-Z
SAWD,medium_airport,Puerto Deseado Airport,-47.7353,-65.9041,AR,AR-Z
SAWE,medium_airport,Hermes Quijada International Airport,-53.7777,-67.7494,AR,AR-V
SAWG,medium_airport,Piloto Civil N. Fernández Airport,-51.6089,-69.3126,AR,AR-Z
SAWH,medium_airport,Malvinas Argentinas Airport,-54.8433,-68.2958,AR,AR-V
SAWJ,medium_airport,Capitan D Daniel Vazquez Airport,-49.3068,-67.8026,AR,AR-Z
SAWP,medium_airport,Perito Moreno Airport,-46.537899,-70.978699,AR,AR-Z
SAWU,medium_airport,Santa Cruz Airport,-50.0165,-68.5792,AR,AR-Z
SAZB,medium_airport,Comandante Espora Airport,-38.725,-62.1693,AR,AR-B
SAZG,medium_airport,General Pico Airport,-35.69620132,-63.75830078,AR,AR-L
SAZH,medium_airport,Tres Arroyos Airport,-38.3869,-60.3297,AR,AR-B
SAZL,medium_airport,Santa Teresita Airport,-36.5423,-56.7218,AR,AR-B
SAZM,medium_airport,Ástor Piazzola International Airport,-37.9342,-57.5733,AR,AR-B
SAZN,medium_airport,Presidente Peron Airport,-38.949001,-68.155701,AR,AR-Q
SAZO,medium_airport,Necochea Airport,-38.4831,-58.8172,AR,AR-B
SAZP,medium_airport,Comodoro Pedro Zanni Airport,-35.8446,-61.8576,AR,AR-B
SAZR,medium_airport,Santa Rosa Airport,-36.588299,-64.275703,AR,AR-L
SAZS,medium_airport,San Carlos De Bariloche Airport,-41.151199,-71.157501,AR,AR-R
SAZT,medium_airport,Héroes De Malvinas Airport,-37.23740005,-59.22790146,AR,AR-B
SAZV,medium_airport,Villa Gesell Airport,-37.2354,-57.0292,AR,AR-B
SAZW,medium_airport,Cutral-Co Airport,-38.93970108,-69.26460266,AR,AR-Q
SAZY,medium_airport,Aviador C. Campos Airport,-40.075401,-71.137299,AR,AR-Q
NSFQ,medium_airport,Fitiuta Airport,-14.2172,-169.425003,AS,AS-U-A
NSTU,medium_airport,Pago Pago International Airport,-14.33100033,-170.7100067,AS,AS-U-A
AT-0005,closed,Retzer Land Heliport,48.7545,15.9622,AT,AT-3
LOAL,closed,Leopoldsdorf Airport,48.2267,16.672199,AT,AT-3
LOAN,medium_airport,Wiener Neustadt East Airport,47.84329987,16.26009941,AT,AT-3
LOAT,closed,Trausdorf Airport,47.799999,16.566999,AT,AT-1
LOWG,medium_airport,Graz Airport,46.99110031,15.43959999,AT,AT-6
LOWI,medium_airport,Innsbruck Airport,47.260201,11.344,AT,AT-7
LOWK,medium_airport,Klagenfurt Airport,46.642502,14.3377,AT,AT-2
LOWL,medium_airport,Linz Hörsching Airport,48.2332,14.1875,AT,AT-4
LOWS,medium_airport,Salzburg Airport,47.79330063,13.00430012,AT,AT-5
LOWW,large_airport,Vienna International Airport,48.11029816,16.56970024,AT,AT-9
LOXZ,medium_airport,Hinterstoisser Air Base,47.202801,14.7442,AT,AT-6
X-VIE,closed,Aspern Airfield,48.22439957,16.50819969,AT,AT-9
AU-0001,closed,Hopetoun Airfield,-33.90850067,120.1470032,AU,AU-WA
AU-0031,closed,Avon Valley NP Airstrip,-31.60554886,116.2613144,AU,AU-WA
AU-0042,closed,Hutt River Airstrip,-28.07122297,114.4773674,AU,AU-WA
AU-0075,closed,Horse Hair Plain Aerodrome,-37.0331,147.3055,AU,AU-VIC
AU-0121,medium_airport,YKCY,-26.971197,152.566855,AU,AU-QLD
LTB,closed,Latrobe Airport,-41.23518803,146.3961697,AU,AU-TAS
RCN,closed,American River Airport,-35.7574,137.7759,AU,AU-SA
Y06Z,closed,Corunna Downs (WW II),-21.43613,119.790754,AU,AU-WA
YABA,medium_airport,Albany Airport,-34.94329834,117.8089981,AU,AU-WA
YAMB,medium_airport,RAAF Base Amberley,-27.6406,152.712006,AU,AU-QLD
YAPH,medium_airport,Alpha Airport,-23.646099,146.584,AU,AU-QLD
YARA,medium_airport,Ararat Airport,-37.30939865,142.9889984,AU,AU-VIC
YARM,medium_airport,Armidale Airport,-30.52809906,151.6170044,AU,AU-NSW
YAYE,medium_airport,Ayers Rock Connellan Airport,-25.1861,130.975998,AU,AU-NT
YBAR,medium_airport,Barcaldine Airport,-23.56529999,145.3070068,AU,AU-QLD
YBAS,medium_airport,Alice Springs Airport,-23.80669975,133.9019928,AU,AU-NT
YBBN,large_airport,Brisbane International Airport,-27.38419914,153.1170044,AU,AU-QLD
YBCG,medium_airport,Gold Coast Airport,-28.1644001,153.5050049,AU,AU-QLD
YBCK,medium_airport,Blackall Airport,-24.42779922,145.4290009,AU,AU-QLD
YBCS,medium_airport,Cairns International Airport,-16.88579941,145.7550049,AU,AU-QLD
YBCV,medium_airport,Charleville Airport,-26.41329956,146.2619934,AU,AU-QLD
YBDV,medium_airport,Birdsville Airport,-25.89749908,139.3480072,AU,AU-QLD
YBER,closed,Berwick Airport,-38.03977689,145.3360319,AU,AU-VIC
YBHI,medium_airport,Broken Hill Airport,-32.00139999,141.4720001,AU,AU-NSW
YBHM,medium_airport,Hamilton Island Airport,-20.35810089,148.9519959,AU,AU-QLD
YBIE,medium_airport,Bedourie Airport,-24.34609985,139.4600067,AU,AU-QLD
YBIK,closed,Bindook NDB,-34.166698,150.100006,AU,AU-NSW
YBKE,medium_airport,Bourke Airport,-30.03919983,145.9519958,AU,AU-NSW
YBLA,medium_airport,Benalla Airport,-36.55189896,146.0070038,AU,AU-VIC
YBMA,medium_airport,Mount Isa Airport,-20.66390038,139.4889984,AU,AU-QLD
YBMC,medium_airport,Sunshine Coast Airport,-26.6033,153.091003,AU,AU-QLD
YBMK,medium_airport,Mackay Airport,-21.17169952,149.1799927,AU,AU-QLD
YBML,closed,Bromelton Airport,-27.96829987,152.8999939,AU,AU-QLD
YBNA,medium_airport,Ballina Byron Gateway Airport,-28.83390045,153.5619965,AU,AU-NSW
YBNS,medium_airport,Bairnsdale Airport,-37.88750076,147.5679932,AU,AU-VIC
YBOK,medium_airport,Oakey Airport,-27.41139984,151.7350006,AU,AU-QLD
YBOU,medium_airport,Boulia Airport,-22.91329956,139.8999939,AU,AU-QLD
YBPN,medium_airport,Proserpine Whitsunday Coast Airport,-20.49500084,148.552002,AU,AU-QLD
YBRK,medium_airport,Rockhampton Airport,-23.38190079,150.4750061,AU,AU-QLD
YBRM,medium_airport,Broome International Airport,-17.94470024,122.2320023,AU,AU-WA
YBRN,medium_airport,Balranald Airport,-34.62360001,143.5780029,AU,AU-NSW
YBRW,medium_airport,Brewarrina Airport,-29.97389984,146.8170013,AU,AU-NSW
YBTH,medium_airport,Bathurst Airport,-33.40940094,149.6519928,AU,AU-NSW
YBTI,medium_airport,Bathurst Island Airport,-11.76920033,130.6199951,AU,AU-NT
YBTL,medium_airport,Townsville Airport,-19.25250053,146.7649994,AU,AU-QLD
YBTR,medium_airport,Blackwater Airport,-23.60309982,148.8070068,AU,AU-QLD
YBUD,medium_airport,Bundaberg Airport,-24.90390015,152.3190002,AU,AU-QLD
YBWP,medium_airport,Weipa Airport,-12.67860031,141.9250031,AU,AU-QLD
YBWW,medium_airport,Toowoomba Wellcamp Airport,-27.558332,151.793335,AU,AU-QLD
YCAA,closed,Calga NDB,-33.403301,151.212006,AU,AU-NSW
YCAR,medium_airport,Carnarvon Airport,-24.880211,113.67174,AU,AU-WA
YCBA,medium_airport,Cobar Airport,-31.53829956,145.7940063,AU,AU-NSW
YCBB,medium_airport,Coonabarabran Airport,-31.33250046,149.2669983,AU,AU-NSW
YCBP,medium_airport,Coober Pedy Airport,-29.04000092,134.720993,AU,AU-SA
YCCA,medium_airport,Chinchilla Airport,-26.77499962,150.6170044,AU,AU-QLD
YCCY,medium_airport,Cloncurry Airport,-20.66860008,140.5039978,AU,AU-QLD
YCDU,medium_airport,Ceduna Airport,-32.13059998,133.7100067,AU,AU-SA
YCEE,medium_airport,Cleve Airport,-33.70970154,136.5050049,AU,AU-SA
YCIN,medium_airport,RAAF Base Curtin,-17.58139992,123.8280029,AU,AU-WA
YCKN,medium_airport,Cooktown Airport,-15.44470024,145.1840057,AU,AU-QLD
YCMT,medium_airport,Clermont Airport,-22.7730999,147.6210022,AU,AU-QLD
YCMU,medium_airport,Cunnamulla Airport,-28.03000069,145.621994,AU,AU-QLD
YCNM,medium_airport,Coonamble Airport,-30.98329926,148.3760071,AU,AU-NSW
YCOE,medium_airport,Coen Airport,-13.761133,143.113311,AU,AU-QLD
YCOM,medium_airport,Cooma Snowy Mountains Airport,-36.30059814,148.973999,AU,AU-NSW
YCOR,medium_airport,Corowa Airport,-35.99470139,146.3569946,AU,AU-NSW
YCRG,medium_airport,Corryong Airport,-36.18280029,147.8880005,AU,AU-VIC
YCTM,medium_airport,Cootamundra Airport,-34.62390137,148.0279999,AU,AU-NSW
YCWR,medium_airport,Cowra Airport,-33.84469986,148.6490021,AU,AU-NSW
YDBI,medium_airport,Dirranbandi Airport,-28.5916996,148.2169952,AU,AU-QLD
YDBY,medium_airport,Derby Airport,-17.37000084,123.6610031,AU,AU-WA
YDLQ,medium_airport,Deniliquin Airport,-35.55939865,144.9459991,AU,AU-NSW
YDPO,medium_airport,Devonport Airport,-41.16970062,146.4299927,AU,AU-TAS
YDYS,medium_airport,Dysart Airport,-22.62220001,148.3639984,AU,AU-QLD
YECH,medium_airport,Echuca Airport,-36.15719986,144.7619934,AU,AU-VIC
YEDH,closed,Meredith Airport,-37.88330078,144.0829926,AU,AU-VIC
YELD,medium_airport,Elcho Island Airport,-12.01939964,135.5709991,AU,AU-NT
YELR,closed,Elderslie Airport,-15.7,145.1,AU,AU-QLD
YEML,medium_airport,Emerald Airport,-23.56749916,148.1790009,AU,AU-QLD
YESP,medium_airport,Esperance Airport,-33.684399,121.822998,AU,AU-WA
YFBS,medium_airport,Forbes Airport,-33.363602,147.934998,AU,AU-NSW
YFRT,medium_airport,Forrest Airport,-30.83810043,128.1150055,AU,AU-WA
YFTZ,medium_airport,Fitzroy Crossing Airport,-18.18190002,125.5589981,AU,AU-WA
YGAT,closed,Gatton Campus Airport,-27.56040607,152.3404598,AU,AU-QLD
YGDH,medium_airport,Gunnedah Airport,-30.96109962,150.2510071,AU,AU-NSW
YGEL,medium_airport,Geraldton Airport,-28.796101,114.707001,AU,AU-WA
YGFN,medium_airport,Grafton Airport,-29.75939941,153.0299988,AU,AU-NSW
YGLA,medium_airport,Gladstone Airport,-23.869699,151.223007,AU,AU-QLD
YGLB,medium_airport,Goulburn Airport,-34.81029892,149.7259979,AU,AU-NSW
YGLI,medium_airport,Glen Innes Airport,-29.67499924,151.6889954,AU,AU-NSW
YGPT,medium_airport,Garden Point Airport,-11.40250015,130.4219971,AU,AU-NT
YGTE,medium_airport,Groote Eylandt Airport,-13.97500038,136.4600067,AU,AU-NT
YGTH,medium_airport,Griffith Airport,-34.25080109,146.0670013,AU,AU-NSW
YHAY,medium_airport,Hay Airport,-34.53139877,144.8300018,AU,AU-NSW
YHBA,medium_airport,Hervey Bay Airport,-25.31889915,152.8800049,AU,AU-QLD
YHID,medium_airport,Horn Island Airport,-10.58640003,142.2899933,AU,AU-QLD
YHLC,medium_airport,Halls Creek Airport,-18.23390007,127.6699982,AU,AU-WA
YHML,medium_airport,Hamilton Airport,-37.64889908,142.0650024,AU,AU-VIC
YHOT,medium_airport,Mount Hotham Airport,-37.04750061,147.3339996,AU,AU-VIC
YHOX,closed,Hoxton Park Airport,-33.90969849,150.852005,AU,AU-NSW
YHPN,medium_airport,Hopetoun Airport,-35.71530151,142.3600006,AU,AU-VIC
YHSM,medium_airport,Horsham Airport,-36.66970062,142.1730042,AU,AU-VIC
YIVL,medium_airport,Inverell Airport,-29.88829994,151.1439972,AU,AU-NSW
YKER,medium_airport,Kerang Airport,-35.75139999,143.9389954,AU,AU-VIC
YKII,medium_airport,King Island Airport,-39.87749863,143.878006,AU,AU-TAS
YKMP,medium_airport,Kempsey Airport,-31.07439995,152.7700043,AU,AU-NSW
YKOW,medium_airport,Kowanyama Airport,-15.48560047,141.7510071,AU,AU-QLD
YKRY,medium_airport,Kingaroy Airport,-26.5807991,151.8410034,AU,AU-QLD
YKSC,medium_airport,Kingscote Airport,-35.71390152,137.5209961,AU,AU-SA
YLCI,closed,Lancelin Airport,-31.01666667,115.3333333,AU,AU-WA
YLEC,medium_airport,Leigh Creek Airport,-30.59830093,138.4259949,AU,AU-SA
YLEO,medium_airport,Leonora Airport,-28.87809944,121.3150024,AU,AU-WA
YLHR,medium_airport,Lockhart River Airport,-12.7869,143.304993,AU,AU-QLD
YLIS,medium_airport,Lismore Airport,-28.83029938,153.2599945,AU,AU-NSW
YLPR,closed,Lake Pedder Airport,-43.04999924,146.3329926,AU,AU-TAS
YLRD,medium_airport,Lightning Ridge Airport,-29.45669937,147.9839935,AU,AU-NSW
YLRE,medium_airport,Longreach Airport,-23.43420029,144.2799988,AU,AU-QLD
YLST,medium_airport,Leinster Airport,-27.84329987,120.7030029,AU,AU-WA
YLTV,medium_airport,Latrobe Valley Airport,-38.207199,146.470001,AU,AU-VIC
YLVT,closed,"RAAF Williams, Laverton Base",-37.86360168,144.7460022,AU,AU-VIC
YMAV,medium_airport,Avalon Airport,-38.039398,144.468994,AU,AU-VIC
YMAY,medium_airport,Albury Airport,-36.06779861,146.9579926,AU,AU-NSW
YMBA,medium_airport,Mareeba Airport,-17.06920052,145.4190063,AU,AU-QLD
YMDG,medium_airport,Mudgee Airport,-32.5625,149.6109924,AU,AU-NSW
YMEK,medium_airport,Meekatharra Airport,-26.61170006,118.5479965,AU,AU-WA
YMEN,medium_airport,Melbourne Essendon Airport,-37.7281,144.901993,AU,AU-VIC
YMER,medium_airport,Merimbula Airport,-36.90859985,149.901001,AU,AU-NSW
YMES,medium_airport,RAAF Base East Sale,-38.09889984,147.1490021,AU,AU-VIC
YMGD,medium_airport,Maningrida Airport,-12.05609989,134.2339935,AU,AU-NT
YMHB,medium_airport,Hobart International Airport,-42.83610153,147.5099945,AU,AU-TAS
YMIA,medium_airport,Mildura Airport,-34.22919846,142.0859985,AU,AU-VIC
YMLT,medium_airport,Launceston Airport,-41.54529953,147.2140045,AU,AU-TAS
YMMB,medium_airport,Melbourne Moorabbin Airport,-37.97579956,145.102005,AU,AU-VIC
YMML,large_airport,Melbourne International Airport,-37.673302,144.843002,AU,AU-VIC
YMNE,medium_airport,Mount Keith Airport,-27.28639984,120.5550003,AU,AU-WA
YMOG,medium_airport,Mount Magnet Airport,-28.11610031,117.8420029,AU,AU-WA
YMOR,medium_airport,Moree Airport,-29.49889946,149.8450012,AU,AU-NSW
YMQD,closed,Mount Mcquoid NDB,-33.110001,151.138,AU,AU-NSW
YMRB,medium_airport,Moranbah Airport,-22.05780029,148.0769959,AU,AU-QLD
YMRY,medium_airport,Moruya Airport,-35.89780045,150.1439972,AU,AU-NSW
YMTG,medium_airport,Mount Gambier Airport,-37.74560165,140.7850037,AU,AU-SA
YNAR,medium_airport,Narrandera Airport,-34.70220184,146.5119934,AU,AU-NSW
YNBR,medium_airport,Narrabri Airport,-30.31920052,149.8269959,AU,AU-NSW
YNGU,medium_airport,Ngukurr Airport,-14.72280025,134.746994,AU,AU-NT
YNRM,medium_airport,Narromine Airport,-32.21469879,148.2250061,AU,AU-NSW
YNTN,medium_airport,Normanton Airport,-17.68409,141.069664,AU,AU-QLD
YNWN,medium_airport,Newman Airport,-23.4178009,119.8030014,AU,AU-WA
YOOB,closed,Cooranbong Airport,-33.06011175,151.4618969,AU,AU-NSW
YORG,medium_airport,Orange Airport,-33.38169861,149.1329956,AU,AU-NSW
YPAD,large_airport,Adelaide International Airport,-34.945,138.531006,AU,AU-SA
YPAG,medium_airport,Port Augusta Airport,-32.50690079,137.7169952,AU,AU-SA
YPAK,closed,Pakenham Airport,-38.0992059,145.4878235,AU,AU-VIC
YPBO,medium_airport,Paraburdoo Airport,-23.17110062,117.7450027,AU,AU-WA
YPDN,medium_airport,Darwin International Airport,-12.41469955,130.8769989,AU,AU-NT
YPEA,medium_airport,RAAF Base Pearce,-31.6678009,116.0149994,AU,AU-WA
